ip_address,port
2607:b500:0404:4a00:0000:0000:0000:0001,443
2607:b500:0425:9100:0000:0000:0000:0001,9001
2607:b500:0425:c000:0000:0d9f:fd98:556d,40242
2607:f130:0000:00ea:00ff:00ff:2783:7d73,443
2607:f130:0000:0105:00ff:00ff:5c5e:6ac1,9001
2607:f1c0:f004:1000:0000:0000:0000:0001,9001
2607:f1c0:f007:a200:0000:0000:0000:0001,443
2607:f1c0:f00b:ca00:0000:0000:0000:0001,443
2607:f1c0:f00f:d300:0000:0000:0000:0001,443
2607:f1c0:f047:c800:0000:0000:0000:0001,443
2607:f1c0:f04c:ad00:0000:0000:0000:0001,443
2607:f1c0:f04e:fd00:0000:0000:0000:0001,49245
2607:f1c0:f065:3d00:0000:0000:0000:0001,443
2607:f1c0:f06b:5c00:0000:0000:0000:0001,9001
2607:f1c0:f06f:b300:0000:234a:3492:3aef,443
2607:f1c0:f06f:b300:0000:234a:3492:3aef,9001
2607:f1c0:f07d:b900:0000:0000:0000:0001,443
2607:f298:0005:101d:f816:3eff:fe56:6ffa,9001
2607:f298:0005:101d:f816:3eff:fe9b:c835,9001
2607:f298:0005:101d:f816:3eff:fe9f:47b1,9001
2607:f298:0005:101d:f816:3eff:fea3:00b8,9001
2607:f298:0005:101d:f816:3eff:fefd:ad20,9001
2607:f2c0:f00e:0300:0000:0000:0000:0054,9001
2607:f2c0:f200:0b02:64bc:b0eb:40ab:6573,8867
2607:f530:9002:0000:0000:0000:0000:0019,443
2607:fa18:0003:beef:f001:c0de:feed:ba5e,9001
2610:01c0:0000:0005:0000:0000:0000:0016,9001
2610:01c0:0000:0005:0000:0000:0000:0020,9001
2610:01c0:0000:0005:0000:0000:0000:0131,9001
2620:0006:2000:0104:0000:0000:0000:000a,9001
2620:0007:6001:0000:0000:0000:0000:0120,80
2620:0007:6002:0000:0466:39ff:fe68:8c6e,4100
2620:0013:4000:6000:0000:0000:1000:0118,443
2620:0095:4007:0000:0000:0000:0000:0111,443
2620:00b0:2000:0102:0000:0000:0000:0007,443
2620:00b0:2000:0102:0000:0000:0000:0007,9001
2620:00d7:6001:0000:0000:0000:0000:0001,9001
2620:00d7:6002:0000:0000:0000:0000:0001,9001
2620:00d7:6003:0000:0000:0000:0000:0001,9001
2620:0124:1009:0001:0000:0000:0000:0171,9090
2620:018c:0000:0192:0000:0000:0000:0099,443
2620:018c:0000:0192:0000:0000:00e0:0130,443
2620:018c:0000:0192:0000:0000:00e0:0131,443
2620:018c:0000:0192:0000:0000:00e0:0132,443
2620:018c:0000:0192:0000:0000:00e0:0133,443
2620:018c:0000:0192:0000:0000:00e0:0134,443
2620:018c:0000:0192:0000:0000:00e0:0135,443
2620:018c:0000:0192:0000:0000:00e0:0136,443
2620:018c:0000:0192:0000:0000:00e0:0137,443
2620:018c:0000:0192:0000:0000:00e0:0138,443
2620:018c:0000:0192:0000:0000:00e0:0139,443
2620:018c:0000:0192:0000:0000:00e0:0140,443
2620:018c:0000:0192:0000:0000:00e0:0141,443
2620:018c:0000:0192:0000:0000:00e0:0142,443
2620:018c:0000:0192:0000:0000:00e0:0143,443
2620:018c:0000:0192:0000:0000:00e0:0144,443
2620:018c:0000:0192:0000:0000:00e0:0145,443
2620:018c:0000:0192:0000:0000:00e0:0146,443
2620:018c:0000:0192:0000:0000:00e0:0147,443
2620:018c:0000:0192:0000:0000:00e0:0148,443
2620:018c:0000:0192:0000:0000:00e0:0149,443
2620:018c:0000:0192:0000:0000:00e0:0150,443
2620:018c:0000:0192:0000:0000:00e0:0151,443
2620:018c:0000:0192:0000:0000:00e0:0152,443
2620:018c:0000:0192:0000:0000:00e0:0153,443
2620:018c:0000:0192:0000:0000:00e0:0154,443
2620:018c:0000:0192:0000:0000:00e0:0155,443
2620:018c:0000:0192:0000:0000:00e0:0156,443
2620:018c:0000:0192:0000:0000:00e0:0157,443
2620:018c:0000:0192:0000:0000:00e0:0158,443
2620:018c:0000:0192:0000:0000:00e0:0159,443
2620:018c:0000:0192:0000:0000:00e0:0160,443
2620:018c:0000:0192:0000:0000:00e0:0161,443
2620:018c:0000:0192:0000:0000:00e0:0162,443
2620:018c:0000:0192:0000:0000:00e0:0163,443
2620:018c:0000:0192:0000:0000:00e0:0164,443
2620:018c:0000:0192:0000:0000:00e0:0165,443
2620:018c:0000:0192:0000:0000:00e0:0166,443
2620:018c:0000:0192:0000:0000:00e0:0167,443
2620:018c:0000:0192:0000:0000:00e0:0168,443
2620:018c:0000:0192:0000:0000:00e0:0169,443
2620:018c:0000:0192:0000:0000:00e0:0170,443
2620:018c:0000:0192:0000:0000:00e0:0171,443
2620:018c:0000:0192:0000:0000:00e0:0172,443
2620:018c:0000:0192:0000:0000:00e0:0173,443
2620:018c:0000:0192:0000:0000:00e0:0174,443
2620:018c:0000:0192:0000:0000:00e0:0175,443
2620:018c:0000:0192:0000:0000:00e0:0176,443
2620:018c:0000:0192:0000:0000:00e0:0177,443
2620:018c:0000:0192:0000:0000:00e0:0178,443
2620:018c:0000:0192:0000:0000:00e0:0179,443
2620:018c:0000:0192:0000:0000:00e0:0180,443
2620:018c:0000:0192:0000:0000:00e0:0181,443
2620:018c:0000:0192:0000:0000:00e0:0182,443
2620:018c:0000:0192:0000:0000:00e0:0183,443
2620:018c:0000:0192:0000:0000:00e0:0184,443
2620:018c:0000:0192:0000:0000:00e0:0185,443
2620:018c:0000:0192:0000:0000:00e0:0186,443
2620:018c:0000:0192:0000:0000:00e0:0187,443
2620:018c:0000:0192:0000:0000:00e0:0188,443
2620:018c:0000:0192:0000:0000:00e0:0189,443
2620:018c:0000:0192:0000:0000:00e0:0190,443
2620:018c:0000:0192:0000:0000:00e0:0191,443
2620:018c:0000:0192:0000:0000:00e0:0192,443
2620:018c:0000:0192:0000:0000:00e0:0193,443
2620:018c:0000:0192:0000:0000:00e0:0194,443
2620:018c:0000:0192:0000:0000:00e0:0195,443
2620:018c:0000:0192:0000:0000:00e0:0196,443
2620:018c:0000:0192:0000:0000:00e0:0197,443
2620:018c:0000:0192:0000:0000:00e0:0198,443
2620:018c:0000:0192:0000:0000:00e0:0199,443
2620:018c:0000:0192:0000:0000:00e0:0200,443
2620:018c:0000:0192:0000:0000:00e0:0201,443
2620:018c:0000:0192:0000:0000:00e0:0202,443
2620:018c:0000:0192:0000:0000:00e0:0203,443
2620:018c:0000:0192:0000:0000:00e0:0204,443
2620:018c:0000:0192:0000:0000:00e0:0205,443
2620:018c:0000:0192:0000:0000:00e0:0206,443
2620:018c:0000:0192:0000:0000:00e0:0207,443
2620:018c:0000:0192:0000:0000:00e0:0208,443
2620:018c:0000:0192:0000:0000:00e0:0209,443
2620:018c:0000:0192:0000:0000:00e0:0210,443
2620:018c:0000:0192:0000:0000:00e0:0211,443
2620:018c:0000:0192:0000:0000:00e0:0212,443
2620:018c:0000:0192:0000:0000:00e0:0213,443
2620:018c:0000:0192:0000:0000:00e0:0214,443
2620:018c:0000:0192:0000:0000:00e0:0215,443
2620:018c:0000:0192:0000:0000:00e0:0216,443
2620:018c:0000:0192:0000:0000:00e0:0217,443
2620:018c:0000:0192:0000:0000:00e0:0218,443
2620:018c:0000:0192:0000:0000:00e0:0219,443
2620:018c:0000:0192:0000:0000:00e0:0220,443
2620:018c:0000:0192:0000:0000:00e0:0221,443
2620:018c:0000:0192:0000:0000:00e0:0222,443
2620:018c:0000:0192:0000:0000:00e0:0223,443
2620:018c:0000:0192:0000:0000:00e0:0224,443
2620:018c:0000:0192:0000:0000:00e0:0225,443
27.123.244.8,443
27.255.75.198,9001
27.50.73.210,9001
2800:0ba0:0006:00c1:0000:0000:0000:4858,9001
2800:0ba0:0008:00e2:0000:0000:0000:5685,9001
2803:6d90:0111:0000:0000:0000:0000:0067,443
2803:c310:ff02:3190:0000:0000:0000:0001,9002
2803:cd80:2000:0010:0000:0000:db8f:5f60,443
2804:0538:0000:0001:0000:0000:0000:0005,9001
2804:1e68:ca05:195e:be24:11ff:fec3:6f1f,9001
2806:106e:0019:6793:1dc5:de58:a7a7:e0c9,9001
2a00:0c70:0001:0178:0170:0013:0043:0001,9001
2a00:0c70:0001:0185:0246:0084:0179:0001,4433
2a00:0c90:0000:0000:0000:0000:0056:0002,9001
2a00:0c98:2200:af0b:0009:0000:0000:0001,443
2a00:1098:047f:0000:0000:0000:0000:0001,9001
2a00:1169:0112:5df0:0000:0000:0000:0000,80
2a00:1169:0118:77a0:0000:0000:0000:0000,443
2a00:1169:0119:b120:0000:0000:0000:0000,80
2a00:1169:0119:b120:0000:0000:0000:0000,443
2a00:1169:011c:3e00:0000:0000:0000:0000,443
2a00:1169:011f:d680:0000:0000:0000:0000,443
2a00:11c0:0060:02cf:d8b5:30ff:fe27:f208,443
2a00:1210:000a:6149:e269:95ff:fe4a:813f,666
2a00:1398:0005:f604:cafe:cafe:cafe:9001,443
2a00:1520:0027:0001:af00:6910:ebff:7f35,16374
2a00:16b0:0001:0243:0000:0000:7012:3117,443
2a00:16b0:0001:0243:0000:0000:7012:3117,8443
2a00:16b0:0001:0243:0000:0000:7012:3117,9001
2a00:16b0:0001:0243:0000:0000:7012:a500,443
2a00:16b0:0001:0243:0000:0000:7012:a500,8443
2a00:16b0:0001:0243:0000:0000:7012:a500,9001
2a00:16b0:0001:0243:0000:0000:7012:e817,443
2a00:16b0:0001:0243:0000:0000:7012:e817,8443
2a00:16b0:0001:0243:0000:0000:7012:e817,9001
2a00:1728:000f:000f:000f:000f:c03c:9898,443
2a00:1728:000f:a030:0000:0000:0000:0001,9001
2a00:1838:0037:0052:0000:0000:0000:da4e,443
2a00:1838:0037:00ac:0000:0000:0000:e27d,443
2a00:1838:0037:00ac:0000:0000:0000:e27d,1443
2a00:1838:0037:03a9:0000:0000:0000:5c7d,9001
2a00:1838:0037:03f8:0000:0000:687e:9201,9201
2a00:1838:0037:03f8:0000:0000:7081:9001,9001
2a00:1838:0037:0468:0000:0000:0000:98b4,443
2a00:1838:0037:0497:0000:0000:0000:2697,443
2a00:1908:ffff:fffe:4c60:4fff:fef5:5cec,9001
2a00:19a0:0003:00d3:0000:252e:d366:0001,443
2a00:1b88:0004:0000:0000:0000:0000:0002,443
2a00:1b88:0004:0000:0000:0000:0000:0002,4443
2a00:1b88:0004:0000:0000:0000:0000:0002,9001
2a00:1b88:0004:0000:0000:0000:0000:0002,19001
2a00:1b88:0004:0000:0000:0000:0000:0002,19005
2a00:1b88:0004:0000:0000:0000:0000:0002,19006
2a00:1b88:0004:0000:0000:0000:0000:0002,19007
2a00:1b88:0004:0000:0000:0000:0000:0002,19008
2a00:1b88:0004:0000:0000:0000:0000:0004,443
2a00:1b88:0004:0000:0000:0000:0000:0004,4443
2a00:1b88:0004:0000:0000:0000:0000:0004,9001
2a00:1b88:0004:0000:0000:0000:0000:0004,19001
2a00:1b88:0004:0000:0000:0000:0000:0004,19005
2a00:1b88:0004:0000:0000:0000:0000:0004,19006
2a00:1b88:0004:0000:0000:0000:0000:0004,19007
2a00:1b88:0004:0000:0000:0000:0000:0004,19008
2a00:1ca8:002a:0033:0000:0000:0000:0002,443
2a00:1dc0:caff:0015:0000:0000:0000:45dc,9001
2a00:1dc0:caff:0020:0000:0000:0000:eda9,443
2a00:1dc0:caff:0044:0000:0000:0000:326d,443
2a00:1dc0:caff:0073:0000:0000:0000:a568,443
2a00:1dc0:caff:008b:0000:0000:0000:24bd,9001
2a00:1dc0:caff:0118:0000:0000:0000:a2d7,443
2a00:1dc0:caff:012c:0000:0000:0000:4d3a,9001
2a00:1dc0:caff:0138:0000:0000:0000:94d2,9001
2a00:1dc0:caff:0172:0000:0000:0000:635a,443
2a00:1ed0:0153:0000:0000:0000:0000:0203,443
2a00:23c6:62ff:5301:be24:11ff:fef3:26ae,8443
2a00:23cc:e817:d800:60e5:313c:28c7:bc34,9001
2a00:4841:1740:0800:0079:aeff:fe7c:c5e5,9001
2a00:4d80:0000:0000:0000:0000:0000:0001,9001
2a00:6020:b2c5:d886:bbbb:bad4:5326:3d78,443
2a00:6340:2043:5000:0000:0000:0000:0001,9001
2a00:63c1:000c:0014:0000:0000:0000:0002,443
2a00:63c1:0010:0004:0000:0000:c001:c0de,443
2a00:63c1:0010:0041:0000:0000:0000:0002,443
2a00:63c1:0013:0148:0000:0000:0000:0002,9001
2a00:63c1:0013:0229:fa53:5051:8c88:ff1e,443
2a00:63c1:0014:0063:0000:0000:0000:0002,9001
2a00:6800:0003:023b:7777:7777:7777:7777,443
2a00:6800:0003:03a4:0443:0000:0000:0000,9001
2a00:6800:0003:0b3b:0000:0000:0000:1111,443
2a00:6800:0003:0eeb:0000:0000:0000:0001,9001
2a00:6800:0003:0eeb:0000:0000:0000:0001,9002
2a00:6800:0003:0f76:0000:0000:0000:0002,9001
2a00:6d41:0200:0002:0000:0000:0000:00e7,443
2a00:74a0:e000:1003:0000:0000:0000:0114,443
2a00:7b80:0452:3000:0000:0000:0000:0188,23893
2a00:7b80:0452:3000:0000:0000:0000:0188,25454
2a00:7fc0:8001:0002:0000:0000:0000:0007,443
2a00:8620:0201:050e:0000:0000:0000:2a35,443
2a00:8620:0201:0511:0000:0000:0000:5e4c,443
2a00:8620:0201:0517:0000:0000:0000:38e5,443
2a00:8a60:e012:0a00:0000:0000:0000:9001,9001
2a00:8a60:e012:0a00:0000:0000:0000:9001,9002
2a00:8a60:e012:0a00:0000:0000:0000:9001,9003
2a00:8a60:e012:0a00:0000:0000:0000:9001,9004
2a00:8a60:e012:0a00:0000:0000:0000:9001,9005
2a00:8a60:e012:0a00:0000:0000:0000:9001,9006
2a00:8a60:e012:0a00:0000:0000:0000:9001,9007
2a00:8a60:e012:0a00:0000:0000:0000:9001,9008
2a00:99a0:0000:1000:0000:0000:0000:0002,31415
2a00:bd80:0012:0000:0000:0000:0000:000f,9001
2a00:c020:40fe:1f13:0000:0000:0000:6969,9001
2a00:d0c0:0200:0000:00b9:001a:009c:008c,46523
2a00:d4e0:0107:4f02:7af2:9eff:fe90:31e0,33931
2a00:da00:1800:019f:0000:0000:0000:0001,443
2a00:da00:1800:0257:0000:0000:0000:0001,9001
2a00:da00:1800:036d:0000:0000:0000:0001,443
2a00:da00:1800:837c:0000:0000:0000:0001,25128
2a00:da00:f201:aa00:0000:0000:0000:0001,443
2a00:da00:f213:6a00:0000:0000:0000:0001,8151
2a00:da00:f40a:ae00:0000:0000:0000:0001,443
2a00:da00:f40b:2c00:0000:0000:0000:0001,443
2a00:da00:f410:b400:0000:0000:0000:0001,9001
2a00:da00:f411:e900:0000:6058:9c83:0831,46674
2a00:da00:f412:c100:0000:0000:0000:0001,443
2a00:da00:f424:5b00:0000:0000:0000:0001,443
2a00:da00:f431:4900:0000:0000:0000:0001,9001
2a00:da00:f439:0100:0000:0000:0000:0001,443
2a00:da00:f43b:5900:0000:0000:0000:0001,9001
2a00:da00:f441:9800:0000:0000:0000:0001,443
2a00:da00:f447:0600:0000:0000:0000:0001,443
2a00:e140:0000:0000:0000:0000:0000:0034,9001
2a00:f940:0002:0001:0002:0000:0000:082e,443
2a00:fa40:0aaa:0009:0000:0000:0000:00b9,443
2a00:fbe4:01ab:ffff:0000:0000:0000:0133,443
2a01:00d0:7fff:0267:0000:0000:0000:0002,443
2a01:00d0:fc27:0000:dea6:32ff:fe44:be84,9443
2a01:0130:1000:110d:0000:0000:0000:ff11,9001
2a01:0130:1000:110d:0000:0000:0000:ff13,9001
2a01:0170:118f:0030:0000:0000:0000:0100,9001
2a01:01b8:0005:0001:ffff:ffff:ffff:0003,36004
2a01:0238:4224:8d00:f3a9:25e6:4cb6:0f3d,9001
2a01:0238:423d:b500:d308:6847:718e:e2a6,29001
2a01:0238:429c:9600:40e6:e961:9cf7:31d1,29001
2a01:0238:429c:9600:40e6:e961:9cf7:31d1,29003
2a01:0238:4326:f500:05f9:1474:1f7b:814a,9001
2a01:0238:439a:1900:43d6:a3e4:9968:9811,443
2a01:0239:0211:6b00:0000:0000:0000:0001,443
2a01:0239:0211:f500:0000:0000:0000:0001,443
2a01:0239:0221:2c00:0000:0000:0000:0001,443
2a01:0239:0229:d300:0000:0000:0000:0001,443
2a01:0239:022f:3800:0000:0000:0000:0001,9001
2a01:0239:0239:8c00:0000:0000:0000:0001,9001
2a01:0239:0249:f100:0000:0000:0000:0001,44441
2a01:0239:024a:7200:0000:0000:0000:0001,42069
2a01:0239:0254:8c00:0000:0000:0000:0001,9001
2a01:0239:026f:8b00:0000:0000:0000:0001,9001
2a01:0239:026f:8b00:0000:0000:0000:0001,9002
2a01:0239:0274:8300:0000:0000:0000:0001,443
2a01:0239:0274:8300:0000:0000:0000:0001,9000
2a01:0239:028e:6100:0000:0000:0000:0001,9001
2a01:0239:028f:a400:0000:0000:0000:0001,9001
2a01:0239:0295:e800:0000:0000:0000:0001,443
2a01:0239:029d:4800:0000:0000:0000:0001,443
2a01:0239:029e:cf00:0000:0000:0000:0001,9001
2a01:0239:02b6:b400:0000:0000:0000:0001,9001
2a01:0239:02b6:b400:0000:0000:0000:0001,9002
2a01:0239:02bc:e200:0000:0000:0000:0001,9001
2a01:0239:02bd:c200:0000:0000:0000:0001,9001
2a01:0239:02c5:7100:0000:0000:0000:0001,443
2a01:0239:02c8:9d00:0000:0000:0000:0001,9001
2a01:0239:02cd:6f00:0000:0000:0000:0001,443
2a01:0239:02ce:4300:0000:0000:0000:0001,443
2a01:0239:02ea:9a00:0000:c5e0:b84c:18f9,24616
2a01:0239:02ee:3a00:0000:0000:0000:0001,9001
2a01:0239:02f0:7300:0000:0000:0000:0001,443
2a01:0239:02f2:6800:0000:0000:0000:0001,9001
2a01:0239:02f3:4a00:0000:0000:0000:0001,29001
2a01:0239:02f3:9b00:0000:0000:0000:0001,443
2a01:0239:02f5:8f00:0000:0000:0000:0001,9001
2a01:0239:02f5:9200:0000:0000:0000:0001,9001
2a01:0239:0302:3e00:0000:0000:0000:0001,9001
2a01:0239:0303:0100:0000:0000:0000:0001,9001
2a01:0239:030a:1500:0000:0000:0000:0001,443
2a01:0239:030b:7c00:0000:0000:0000:0001,9001
2a01:0239:030d:3000:0000:0000:0000:0001,9001
2a01:0239:030d:ed00:0000:0000:0000:0001,443
2a01:0239:0314:a500:0000:0000:0000:0001,443
2a01:0239:0315:5900:0000:0000:0000:0001,9001
2a01:0239:0319:0100:0000:0000:0000:0001,443
2a01:0239:031a:be00:0000:0000:0000:0001,9001
2a01:0239:0328:5800:0000:0000:0000:0001,443
2a01:0239:0328:5900:0000:0000:0000:0001,443
2a01:0239:033d:2e00:0000:0000:0000:0001,443
2a01:0239:033e:0600:0000:0000:0000:0001,443
2a01:0239:033e:be00:0000:0000:0000:0001,9001
2a01:0239:0343:1a00:0000:0000:0000:0001,9001
2a01:0239:034b:bb00:0000:0000:0000:0001,443
2a01:0239:034b:bc00:0000:0000:0000:0001,443
2a01:0239:0351:4100:0000:0000:0000:0001,9001
2a01:0239:0353:1400:0000:0000:0000:0001,443
2a01:0239:0353:8d00:0000:0000:0000:0001,443
2a01:0239:0353:c100:0000:0000:0000:0001,443
2a01:0239:0356:ca00:0000:0000:0000:0001,443
2a01:0239:0357:4000:0000:0000:0000:0001,443
2a01:0239:0358:7000:0000:0000:0000:0001,9001
2a01:0239:0363:b800:0000:0000:0000:0001,443
2a01:0239:0368:d500:0000:0000:0000:0001,39912
2a01:0239:0369:e200:0000:0000:0000:0001,9001
2a01:0239:037a:3300:0000:0000:0000:0001,443
2a01:0239:037a:5d00:0000:0000:0000:0001,443
2a01:0239:0381:8e00:0000:0000:0000:0001,443
2a01:0239:0387:6d00:0000:0000:0000:0001,443
2a01:0239:0387:6d00:0000:0000:0000:0001,9000
2a01:0239:03a0:d000:0000:0000:0000:0001,443
2a01:0239:03a0:fc00:0000:0000:0000:0001,31337
2a01:0270:9225:0000:0000:0000:0000:0001,443
2a01:0270:9293:0000:0000:0000:0000:0001,443
2a01:0270:9542:0000:0000:0000:0000:0001,8000
2a01:0270:9847:0000:0000:0000:0000:0001,9001
2a01:0270:98d8:0000:0000:0000:0000:0001,9000
2a01:0270:98d8:0000:0000:0000:0000:0001,9100
2a01:0270:98d8:0000:0000:0000:0000:0001,9200
2a01:0270:98d8:0000:0000:0000:0000:0001,9300
2a01:036c:0110:4d7d:411b:e3e5:df91:3864,59001
2a01:036c:3300:04e1:ed2e:d04d:3fbf:21c1,49001
2a01:0440:0108:0011:0082:0149:0227:0123,9001
2a01:0440:0108:0011:0082:0149:0227:0124,8080
2a01:0440:0108:0011:0082:0149:0227:0125,9001
2a01:0440:0108:0011:0082:0149:0227:0126,443
2a01:0488:0067:1000:5bfa:5134:0000:0001,9001
2a01:04f8:00a0:2276:0001:0000:0000:0020,53
2a01:04f8:00a0:8070:0000:0000:0000:0002,8000
2a01:04f8:00a0:90b0:789d:06a4:95f3:a78c,9001
2a01:04f8:010a:189f:0000:0000:0000:0002,9001
2a01:04f8:010a:1f06:0000:0000:0000:0002,4443
2a01:04f8:010a:26e5:0000:0000:0000:0002,9001
2a01:04f8:010a:292a:0000:0000:0000:0002,9001
2a01:04f8:010a:295e:0000:0000:0000:0002,9993
2a01:04f8:010a:3599:c2f1:00ff:6093:6337,443
2a01:04f8:010b:0ee8:0000:0000:0000:0002,4080
2a01:04f8:010b:0f04:0000:0000:0000:0002,9001
2a01:04f8:010b:2952:0000:0000:0000:0002,9090
2a01:04f8:010b:2a2a:0000:0000:0000:0002,9030
2a01:04f8:010b:3357:0000:0000:0000:0002,8443
2a01:04f8:010b:3406:0000:0000:0000:0002,4443
2a01:04f8:010b:3702:0000:0000:0000:0002,9030
2a01:04f8:0120:205b:0000:0000:0000:0002,9090
2a01:04f8:0120:716d:0000:0000:0000:0001,9001
2a01:04f8:0120:7335:0000:0000:0002:9001,9001
2a01:04f8:0121:12b3:0000:0000:0000:0002,9001
2a01:04f8:013b:22dc:0000:0000:0000:0002,9090
2a01:04f8:013b:2dab:0000:0000:0000:0002,8443
2a01:04f8:0140:1465:0000:0000:0000:0002,8443
2a01:04f8:0140:244f:0000:0000:0000:0002,8000
2a01:04f8:0140:2459:0000:0000:0000:0002,9001
2a01:04f8:0140:522c:0000:0000:0000:0002,8080
2a01:04f8:0140:5486:0000:0000:0000:0002,4443
2a01:04f8:0140:8229:0000:0000:0000:0002,9993
2a01:04f8:0140:94d6:0000:0000:0000:0002,9001
2a01:04f8:0141:4281:0000:0000:0003:fee6,443
2a01:04f8:0150:210c:0001:0000:0000:0020,9001
2a01:04f8:0150:508a:a62c:0457:6b0c:a1f9,9001
2a01:04f8:0150:7092:0000:0000:0000:0002,9993
2a01:04f8:0151:2324:0000:0000:0000:0002,8080
2a01:04f8:0151:3215:0000:0000:0000:0002,9005
2a01:04f8:0160:83c4:0000:0000:0000:0003,26444
2a01:04f8:0160:8410:0000:0000:0000:0002,143
2a01:04f8:0160:8410:0000:0000:0000:0002,993
2a01:04f8:0160:8410:0000:0000:0000:0003,143
2a01:04f8:0160:8410:0000:0000:0000:0003,993
2a01:04f8:0161:0391:0006:0000:0000:0002,9001
2a01:04f8:0161:353a:0000:0000:0000:0002,9100
2a01:04f8:0161:52cb:0000:0000:0000:0002,4080
2a01:04f8:0161:6ffe:0000:0000:0000:0011,9001
2a01:04f8:0161:9384:0000:0000:0000:0002,9001
2a01:04f8:0162:1124:0000:0000:0000:0001,9001
2a01:04f8:0162:72e9:aaaa:bbbb:4242:0253,12249
2a01:04f8:0171:0160:0000:0000:0000:0002,9993
2a01:04f8:0171:0501:0000:0000:0000:0002,9001
2a01:04f8:0171:15d8:0000:0000:0000:0002,9100
2a01:04f8:0171:1c1c:0000:0000:0000:0002,8443
2a01:04f8:0171:1cd2:0000:0000:0000:0002,9001
2a01:04f8:0171:238c:0000:0000:0000:0002,9100
2a01:04f8:0171:2594:0000:0000:0000:0002,9002
2a01:04f8:0171:28e9:0000:0000:0000:0002,9001
2a01:04f8:0171:2a2f:0000:0000:0000:0002,8000
2a01:04f8:0172:0cad:0000:0000:0000:0002,4080
2a01:04f8:0172:0f16:0000:0000:0000:0002,8443
2a01:04f8:0172:12e6:0000:0000:0000:0002,9002
2a01:04f8:0172:1317:0000:0000:0000:0002,9002
2a01:04f8:0172:249f:0000:0000:0000:0002,8080
2a01:04f8:0172:3e99:0000:0000:0000:0002,9993
2a01:04f8:0173:1d2e:0000:0000:0000:0002,9100
2a01:04f8:0173:2953:0000:0000:0000:0002,9001
2a01:04f8:0190:62d9:0000:0000:0000:0002,8443
2a01:04f8:0190:7385:0000:0000:0000:0002,9090
2a01:04f8:0190:73a4:0000:0000:0000:0002,9030
2a01:04f8:0191:120f:0000:0000:0000:0002,9001
2a01:04f8:0191:602a:0000:0000:0000:0002,9001
2a01:04f8:0192:03c5:0000:0000:0000:0002,8443
2a01:04f8:0192:1318:0000:0000:0000:0002,8080
2a01:04f8:0192:446e:0000:0000:0000:0002,9001
2a01:04f8:0200:146d:0000:0000:0000:0002,9030
2a01:04f8:0200:2211:0000:0000:0000:0002,9001
2a01:04f8:0200:32e6:0000:0000:0000:0002,8443
2a01:04f8:0200:3391:0000:0000:0000:0002,8080
2a01:04f8:0200:428c:0000:0000:0000:0002,9002
2a01:04f8:0200:42c6:0000:0000:0000:0002,9002
2a01:04f8:0200:4423:0000:0000:0000:0002,443
2a01:04f8:0200:82ca:0000:0000:0000:0002,4080
2a01:04f8:0201:34d0:0000:0000:0000:0002,8443
2a01:04f8:0201:44d3:0000:0000:0000:0002,8000
2a01:04f8:0201:64d7:0000:0000:0000:0002,8443
2a01:04f8:0201:922f:0000:0000:0000:0001,9001
2a01:04f8:0202:0172:0000:0000:0000:0002,9001
2a01:04f8:0202:1139:0000:0000:0000:0002,9993
2a01:04f8:0202:5368:0000:0000:0000:0002,8443
2a01:04f8:0202:6096:0000:0000:0000:0002,9030
2a01:04f8:0202:7071:0000:0000:0000:0002,4080
2a01:04f8:0210:2073:0000:0000:0000:0000,9001
2a01:04f8:0210:400f:0000:0000:0000:0002,9100
2a01:04f8:0210:504b:0000:0000:0000:0003,9001
2a01:04f8:0211:00cc:0000:0000:0000:0002,8080
2a01:04f8:0211:1c94:0000:0000:0000:0077,9099
2a01:04f8:0211:1d41:0000:0000:0000:0002,8000
2a01:04f8:0221:12da:0000:0000:0000:0002,9090
2a01:04f8:0221:1901:0000:0000:0000:0012,9001
2a01:04f8:0221:1ac1:dead:beef:7005:9001,9001
2a01:04f8:0221:20df:0000:0000:0000:0002,9001
2a01:04f8:0221:3641:0000:0000:0000:0003,21
2a01:04f8:0221:3641:0000:0000:0000:0003,443
2a01:04f8:0222:019a:0000:0000:0000:0003,9001
2a01:04f8:0222:08c5:ba2d:8c71:db15:171b,9001
2a01:04f8:0231:019f:0000:0000:0000:0002,9090
2a01:04f8:0231:16e0:0000:0000:0000:0002,9001
2a01:04f8:0231:1ed8:0106:0000:0000:0106,9001
2a01:04f8:0241:4d16:0000:0000:0000:0002,9001
2a01:04f8:0241:4d16:0000:0000:0000:0002,9002
2a01:04f8:0241:509e:0000:0000:0000:0002,8000
2a01:04f8:0242:4d2e:0000:0000:0000:0002,9030
2a01:04f8:0252:194b:0000:0000:0000:0002,443
2a01:04f8:0252:3df0:0000:0000:0000:0002,9001
2a01:04f8:0252:4568:0009:0000:0000:0010,9001
2a01:04f8:0261:27e5:0000:0000:0000:0002,9001
2a01:04f8:0261:2ced:0000:0000:0000:0002,8443
2a01:04f8:0261:5099:0000:0000:0000:0002,4443
2a01:04f8:0261:50da:0000:0000:0000:0002,4080
2a01:04f8:0261:5145:0000:0000:0000:0002,9993
2a01:04f8:0262:494f:0001:0000:0000:0022,443
2a01:04f8:0262:5106:0000:0000:0000:0002,9001
2a01:04f8:0271:5d58:0000:0000:0000:0002,9100
